Link,title,location,company,salary,summary,upload
https://kr.indeed.com/viewjob?jk=8373ffcbff31be2b,"김집사 부문별 개발 경력직 (BackEnd, Android, iOS)",서울 송파구,달리자,,시는 분 2. Android 개발 [직무] - 김집사에서 제공하는 서비스의 Android 앱 개발 [자격요건] - Android 어플리케이션 개발 경험 (경력 3~6년차) - Android Architecture...,Posted30+일 전
https://kr.indeed.com/viewjob?jk=02b692efa5de2722,약문약답과 함께 성장할 프론트엔드 SW 개발자,성남 분당구,약문약답,,"설계 적용 경험 • Atomic design을 이용한 component, page 설계 경험 • iOS, Android에서 동일한 코드의 Web View가 다르게 동작하는 오류를 해결해 본 경험 예시) iOS 스크롤 이슈...",Posted30+일 전
https://kr.indeed.com/viewjob?jk=a14fe79cc82d9033,(주)푸른새벽 웹/앱 프로그래머 팀원,서울 영등포구,푸른새벽,"연봉 26,000,000원 - 54,000,000원",javascript 웹프로그램 개발● Android 앱 기능 개발모집부문... 로서비스 아키텍처(MSA) 이해 및 경험솔루션 앱 개발 0명담당업무ㆍ Android 앱 기능 개발지원자격ㆍ경력 : 무관우대사항ㆍ컴퓨터/시스템공학ㆍ해당직...,Posted30+일 전
https://kr.indeed.com/viewjob?jk=e6e3a5effcabf894,TOAST CAM 개발자,성남 판교역,NHN,,다룰 수 있는 분 [TOAST CAM Android 개발] Job Description 자격요건 우대사항 - 토스트캠 Android 앱개발 - Android 개발 경력 2년 이상 - 자료구조와 알고리즘에 대한 이해...,Posted30+일 전
https://kr.indeed.com/viewjob?jk=ab8a1d927ad0348e,[자동차 전장부품 우량대기업] Connected Car Service 개발 경력인재,서울,에스에프인촌,,Linux|인터넷·IT·통신·모바일·게임>응용프로그래머>VoIP|인터넷·IT·통신·모바일·게임>응용프로그래머> Android|인터넷·IT·통신·모바일·게임>응용프로그래머>클라우드|인터넷·IT·통신·모바일·게임>응용프로그래머>C...,Posted5일 전
https://kr.indeed.com/viewjob?jk=dcd3e58bc981ae5e,"화학(광촉매), 모바일(무선통신/모바일앱 개발) 분야 직원",서울 동작구,이앤엠,,"광촉매) : 광촉매 연구, 개발모바일(무선통신/모바일앱 개발) : Android, 웹/앱 개발 [자격요건]경력사항: 신입, 경력(연차무관)학력사항... 모바일·게임>응용프로그래머> Android|인터넷·IT·통신·모바일·게임...",Posted30+일 전
https://kr.indeed.com/viewjob?jk=9c63fea8a3b83a00,개발 총괄 PM,대한민국,비플러스랩,,"개발 및 운영 경험 (Angular, React, Backbone 등) (우대) 앱개발 경력 - Java( Android SDK) 개발 경험 or Objective-C, Swift 개발 경험 4. 우대사항 컴퓨터 공학 선호...",Posted30+일 전
https://kr.indeed.com/viewjob?jk=cdcfed10e6b18160,6-12 month Internship: Software Engineer at Bundang,대한민국,Infineon Technologies,,"up the test environment (H2, i.MX8, Android 12, etc... test Reproduce customer... experiences on Android/Linux/RTOS system...",Posted24일 전
https://kr.indeed.com/viewjob?jk=0406150f5299897e,Global Multimedia Client Engineer (iOS/Android),대한민국,LINE Plus corporation,,"알고리즘, 데이터 구조, 데이터베이스, 네트워크, 비동기 처리 등) 2년 이상 Kotlin/Java를 이용한 Android Native 앱 개발 경험이 있으신 분 2년 이상 Swift/Objective-C를 이용한 iOS...",Posted30+일 전
https://kr.indeed.com/viewjob?jk=ab35810f0160461d,모바일용 SW개발,서울 강남구,커리어포커스,,"SW개발 1) BSP SW engineer 육성 및 관리개발( Android, Linux, Window 등) 2) 개발 프로젝트 관리 4. 자격요건... 2) Smartphone / Android device / Firmware...",Posted21일 전
https://kr.indeed.com/viewjob?jk=119a763a71f6570d,경력 개발자,경상남도,thecompany,,터넷·IT·통신·모바일·게임>응용프로그래머>Objective-C|인터넷·IT·통신·모바일·게임>응용프로그래머> Android|인터넷·IT·통신·모바일·게임>응용프로그래머>iOS|인터넷·IT·통신·모바일·게임>데이터베이스·DBA>MySQL,Posted30+일 전
https://kr.indeed.com/viewjob?jk=62fe41134e8b9bb2,모바일 앱(Android) 개발자 인턴 영입,서울 중구,캐롯,,부문직무주요업무자격요건 및 우대사항모바일 앱( Android)개발자ㆍ캐롯 Native Android 앱 기반기술 개발 및 신기술 적용ㆍBluetooth... 모바일·게임>응용프로그래머> Android|인터넷·IT·통신·모바일·게임...,Posted7일 전
https://kr.indeed.com/viewjob?jk=b6311ae2bd9527bf,보안솔루션(이기종 방화벽 통합정책 솔루션) 경력 정규직,서울 구로구,에이스파트너스서치펌,"연봉 40,000,000원 - 50,000,000원",통신·모바일·게임>응용프로그래머>JAVA|인터넷·IT·통신·모바일·게임>응용프로그래머>C#|인터넷·IT·통신·모바일·게임>응용프로그래머>Objective-C|인터넷·IT·통신·모바일·게임>응용프로그래머> Android,Posted12일 전
https://kr.indeed.com/viewjob?jk=08a129790733221e,[KREAM] Android 개발자,성남 분당구,크림,,KREAM에서 Android 개발자를 모집합니다.부서 소개“Kicks... 일한 목표를 향해 달려갑니다. 인터넷·IT·통신·모바일·게임>응용프로그래머> Android|인터넷·IT·통신·모바일·게임>전산·IT기술지원>IT기술지원,Posted3일 전
https://kr.indeed.com/viewjob?jk=9bbfde6355ca2d7a,당근마켓 전 직군,서울 서초구,당근마켓,,"보기 콘텐츠 에디터 자세히 보기 프론트엔드 개발, 모바일 앱 개발 ( Android, iOS) 모집부문 공고URL 프론트엔드 개발자 자세히 보기 프론트... 모바일·게임>응용프로그래머> Android|인터넷·IT·통신·모바일·게임...",Posted30+일 전
https://kr.indeed.com/viewjob?jk=e3ce75839f3472e4,유명 주식투자 정보제공 기업 앱개발(iOS/Android) 프리랜서,서울 서초구,인파트너스,"연봉 60,000,000원 - 70,000,000원",템플릿 6 인파트너스 유명 주식투자 정보제공 기업 앱개발(iOS/ Android) 프리랜서 채용 모집부문 및 자격요건 담당업무 자격요건 인원 [담당업무... 모바일·게임>응용프로그래머> Android|인터넷·IT·통신·모바일·게임...,Posted7일 전
https://kr.indeed.com/viewjob?jk=69a0719cd470a097,Technical QA Engineer,서울,myrealtrip,,"수 있는 분 QA 프로세스 구축, 개선을 직접 진행해 안정적으로 도입한 분 Web application 및 Android / iOS application에 대한 이해가 높은 분 기획 단계부터 서비스까지 모든 과정의 QA 프로...",Posted30+일 전
https://kr.indeed.com/viewjob?jk=07a66f3500e8880d,[LINE FRIENDS] Android Developer,서울 용산구,라인프렌즈,,확장하고자 합니다.담당업무LINE FRIENDS Android 신규 서비스 개발 LINE FRIENDS Android 인터넷·IT·통신·모바일·게임>응용프로그래머> Android|인터넷·IT·통신·모바일·게임>통신·모바일>서비스기획·운영,Posted14일 전
https://kr.indeed.com/viewjob?jk=99ef401293cdc95c,"웹개발, JAVA, ANDROID, IOS, NEXACRO, Websquare등 정규직",서울 마포구,에버에듀시스템,,"ANDROID, IOS, NEXACRO, Websquare등 정규직 채용 합니다. 모집부문 및 자격요건 담당업무 자격요건 인원 [담당업무]개발업무[근무부서 및 직급/직책]근무부서: 개발팀 모바일 : ANDROID, IOS...",Posted30+일 전
https://kr.indeed.com/viewjob?jk=2b4d8c87256ecb54,화해 Android 개발자,서울 마포구,버드뷰,,"Android 개발자 지원하기(https://birdview.saramin.co.kr/apply_site/recruit/view/15786) | 버드뷰가 찾고 있는 개발자는 > 여러가지 정보 중에서, 유용한 정보를 찾아내...",Posted30+일 전
https://kr.indeed.com/viewjob?jk=1c359584c8719cb0,"가상현실(VR), Android 외 신입/경력 정규직",서울 서초구,올아이피정보통신,,인터넷·IT·통신·모바일·게임>응용프로그래머>가상현실(VR)|인터넷·IT·통신·모바일·게임>응용프로그래머> Android|인터넷·IT·통신·모바일·게임>응용프로그래머>혼합현실(MR)|인터넷·IT·통신·모바일·게임>게임(Game...,Posted30+일 전
https://kr.indeed.com/viewjob?jk=12f94257204952e1,모바일 운영서비스 빌드/배포/테스트 자동화 개발자,서울 마포구,브롤브,,"fastlane 배포 자동화- Appium 테스트 자동화- 배포 알리미 앱( Android, iOS) 앱 개발- 운영 관리 시스템 개발[직무기술] Android iOS 기반 서비스들의 효율적인 운영을 위한 지속적 통합, 배포...",Posted7일 전
https://kr.indeed.com/viewjob?jk=683cff4782600f57,"커머스 플랫폼 개발자 (앱 - iOS, Android)",서울 강남구,컬리,,인터넷·IT·통신·모바일·게임>응용프로그래머>iOS|인터넷·IT·통신·모바일·게임>응용프로그래머> Android|인터넷·IT·통신·모바일·게임>통신·모바일>플랫폼(VM)|인터넷·IT·통신·모바일·게임>웹프로그래머>백엔드,Posted7일 전
https://kr.indeed.com/viewjob?jk=039be99fb64cdf86,'22년 상반기 경력사원 채용(연구개발부문),서울,한화그룹,,"이상 - HTML5/Javascript/CSS 등 프런트엔드 개발 - node.js 백엔드 개발 우대 - android App 개발 우대 - C#(WPF), ASP.NET 개발 우대 - 관련 기술 2년 이상 0명 판교 한화인...",Posted3일 전
https://kr.indeed.com/viewjob?jk=4a3f3394051d28c0,융합 기술 개발자 영입,성남 판교역,카카오,,"자격 컴퓨터 비전 / 컴퓨터 그래픽스 관련 경험 센서에 대한 이해 및 임베디드 개발 경험 모바일 App( Android, iOS) 관련 개발 경험 최신 논문을 이해하고 구현할 수 있는 역량 필독사항 ※ 카카오 테크 직군...",Posted30+일 전
https://kr.indeed.com/viewjob?jk=eb965b91321a357f,"서버개발자, 앱개발자(Android)",서울 마포구,아우름플래닛,,아래 스킬 중 2개 이상의 부문에 능숙한 분을 찾습니다. - iOS 개발 - Android 개발 - Web/Server 개발 - 우리는 실리콘밸리의 Red... 찾습니다. - iOS 개발 - Android 개발 - Web/Server...,Posted30+일 전
https://kr.indeed.com/viewjob?jk=ac9ee4cef55f8e7a,Dooray 서비스 모바일 개발 경력 (Android),성남 분당구,엔에이치엔두레이,,분들의 많은 지원 바랍니다. [ Android 앱개발] Job Description 자격요건 우대사항- Dooray! Android 앱 신규 서비스 개발 및 유지보수 인터넷·IT·통신·모바일·게임>응용프로그래머> Android,Posted15일 전
https://kr.indeed.com/viewjob?jk=78e9d39556a41bf2,"android, ios 개발/운영 경력사원",서울 구로구,위쉬정보기술,,"주) android, ios 개발/운영 경력사원 모집 모집부문 및 자격요건 모집부분 담당업무 자격요건 모집인원 ** 카드 사이트 운영 - 근무지: 남부터미널 인터넷·IT·통신·모바일·게임>응용프로그래머> Android|인터넷...",Posted30+일 전
https://kr.indeed.com/viewjob?jk=834db148c2e3c7b5,NHN 앱가드 Android 개발,성남 판교역,NHN,,기회가 먼저 부여되므로 빠른 지원 바랍니다. * 전형결과 및 일정은 개별 연락 드립니다. [NHN 앱가드 Android 개발] Job Description 자격요건 우대사항 - 모바일 보안 SDK 개발 - 모바일 앱의...,Posted방금 게시됨
https://kr.indeed.com/viewjob?jk=2256d1d35a2f8218,[정규직] SKT 모바일 앱 운영/개발 인력,성남 분당구,SK C&C,,통신·모바일·게임>통신·모바일>스마트폰 어플리케이션(App)|인터넷·IT·통신·모바일·게임>응용프로그래머> Android|인터넷·IT·통신·모바일·게임>응용프로그래머>JAVA|인터넷·IT·통신·모바일·게임>응용프로그래머>iOS,Posted3일 전
https://kr.indeed.com/viewjob?jk=be73d9d137fb4ff6,Android Developer,서울,Streami,"연봉 40,000,000원 - 100,000,000원",* Android Developer * 스트리미 운영 서비스를 안드로이드 클라이언트 어플리케이션을 통해 고객에게 직접 가치를 전달할 엔지니어를 모집합니다. 안드로이드 기술을 이용해 고객이 서비스를 사용하는데 있어 편리하고...,Posted30+일 전
https://kr.indeed.com/viewjob?jk=afaea605c4ed0941,Android App 개발자,서울 금천구,에이치랩,"연봉 35,000,000원 - 55,000,000원","Android, 스마트폰 어플리케이션(App) 경력 정규직 채용 모집부문 및 자격요건 담당업무 자격요건 인원 [담당업무] Java, Kotlin 언어로 만들어진 스마트미러 Android App 개발 Android...",Posted30+일 전
https://kr.indeed.com/viewjob?jk=97e7cdac4a9c1b58,"iOS, Android 외 신입/경력 정규직",서울 마포구,스마트디아그노시스,,습니다. 인터넷·IT·통신·모바일·게임>응용프로그래머>iOS|인터넷·IT·통신·모바일·게임>응용프로그래머> Android|인터넷·IT·통신·모바일·게임>응용프로그래머>머신러닝(ML)|인터넷·IT·통신·모바일·게임>응용프로그래머...,Posted30+일 전
https://kr.indeed.com/viewjob?jk=2eeac603981b991a,국내 대기업 - Android application 개발 경력자,서울,라피플코리아리미티드,,- 관련경력 5년~13년 - Android application 개발 경력자... 자격요건 인원 [담당업무]- Android application 개발 [자격요건]- 관련경력 5년~13년- Android application 개발...,Posted30+일 전
https://kr.indeed.com/viewjob?jk=3ed5458879115979,"[SK에너지] Solution&Platform추진단 TTS사업 Front-end(AOS,iOS,Web) 개발",서울 종로구,SK에너지,,분 - 인터넷·IT·통신·모바일·게임>웹프로그래머>웹개발|인터넷·IT·통신·모바일·게임>웹프로그래머>프론트엔드|인터넷·IT·통신·모바일·게임>응용프로그래머> Android|인터넷·IT·통신·모바일·게임>응용프로그래머>iOS,Posted30+일 전
https://kr.indeed.com/viewjob?jk=855b8dca079b2b89,Android 신입/경력 정규직,서울 금천구,발랄한아이티,,희망연봉은 꼭 기입해주세요. 오시는 길 : 가산디지털단지역 4번 출구 삼성IT 해링턴타워 (지도 참조해주세요) 인터넷·IT·통신·모바일·게임>응용프로그래머>API|인터넷·IT·통신·모바일·게임>응용프로그래머> Android,Posted30+일 전
https://kr.indeed.com/viewjob?jk=46c35d41e6580585,아이들나라 안드로이드 개발자,서울특별시,LG유플러스,,무관 - 직무경험(지원자격) ① Android 개발 경험 3년 이상이거나... 비롯하여 비지니스 도메인 아키텍처 설계 경험이 있으신 분 ④ ACC( Android Architecture Component)의 경험이나 이해도가 높으...,Posted16일 전
https://kr.indeed.com/viewjob?jk=754be9e3d78fa802,2021년 상반기 R&D 개발자 (병역특례 가능/경력 무관),인천 연수구,네오스텍,,"공학계열 / 해당직무 근무 경험자 -React, React Native, PHP, Jode.JS, Android 등의 개발 경험 0 명 펌웨어개발 [근무부서 및 담당업무] 근무부서: 기업 부설연구소 담당업무: - 블루투스...",Posted30+일 전
